"FAKULTA";"PRAC_ZKR";"ZKR_PREDM";"ROK_VARIANTY";"NAZEV_CZ";"NAZEV_AN";"NAZEV_DLOUHY_CZ";"NAZEV_DLOUHY_AN";"STAV_AKREDITACE";"GARANTI";"VYUCUJICI";"KREDITY";"TYP_ZK";"SEMESTRY_VYUKY";"JEDNOTEK_PR";"JEDNOTKA_PR";"TYP_UCEB_PR";"JEDNOTEK_CV";"JEDNOTKA_CV";"POC_STUD_CV";"TYP_UCEB_CV";"JEDNOTEK_SEM";"JEDNOTKA_SEM";"POC_STUD_SEM";"TYP_UCEB_SEM";"HODNOCENI_ZK";"JAZYK_VYUKY";"ECTS_NABIZET";"TISK_DS";"ANOTACE_CZ";"ANOTACE_AN";"POZADAVKY_CZ";"POZADAVKY_AN";"URL";"OBSAH_CZ";"OBSAH_AN";"PR_ZN_CZ";"PR_ZN_AN";"PR_DO_CZ";"PR_DO_AN";"PR_ZP_CZ";"PR_ZP_AN";"VU_ZN_CZ";"VU_ZN_AN";"VU_DO_CZ";"VU_DO_AN";"VU_ZP_CZ";"VU_ZP_AN";"VM_ZN_CZ";"VM_ZN_AN";"VM_DO_CZ";"VM_DO_AN";"VM_ZP_CZ";"VM_ZP_AN";"HM_ZN_CZ";"HM_ZN_AN";"HM_DO_CZ";"HM_DO_AN";"HM_ZP_CZ";"HM_ZP_AN";"CASOVA_NAROCNOST_CZ";"CASOVA_NAROCNOST_EN";"LITERATURA"
"FEI";"KRP";"NPRSS";"2019";"Prùmyslové sítì";"Industrial Networks";"Prùmyslové sítì";"Industrial Networks";"Akreditováno";"Ing. Daniel Honc, Ph.D.";"Ing. Daniel Honc, Ph.D.";"0";"Státní závìreèná zkouška";"LS";"0";"HOD/TYD";"";"0";"HOD/TYD";"0";"";"0";"HOD/TYD";"0";"";"Známkou";"Angliètina";"ANO";"ANO";"Státní závìreèná zkouška z pøedmìtu Prùmyslové sítì.";"State final exam from the subject Industrial Networks.";"Absolvování státní závìreèné zkoušky.";"Passing the state final exam.";"";"Pøedmìt Prùmyslové sítì zahrnuje vybraná témata z pøedmìtù Úvod do prùmyslovıch sítí + Bezpeènost v elektrotechnice + Základy kybernetické bezpeènosti.";"The subject Industrial Networks includes selected topics from the subject Introduction to Industrial Networks + Safety in Electrical Engineering + Basics of Cyber Security.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Doporuèená: viz. pøedmìty. "
"FEI";"KRP";"NSPRI";"2019";"Spojité øízení";"Continuous-time Control";"Spojité øízení";"Continuous-time Control";"Akreditováno";"doc. Ing. František Dušek, CSc.";"doc. Ing. František Dušek, CSc.";"6";"Zkouška";"ZS";"2";"HOD/TYD";"";"3";"HOD/TYD";"0";"";"0";"HOD/TYD";"0";"";"Známkou";"Èeština";"ANO";"ANO";"Cílem pøedmìtu je seznámit studenty s matematickımi modely lineárních dynamickıch systémù ve spojité oblasti (formy popisu, vlastnosti, identifikace), uzavøenım regulaèním obvodem (vlastnosti, stabilita a bezpeènost, kvalita). Dále s regulátory s pevnou strukturou (PID vlastnosti, modifikace a nastavení) a s vybranımi sloitìjšími regulátory (PA, LQ) vycházejícími z lineárního dynamického modelu (princip návrhu, vlastnosti, volba parametrù).";"The aim of the course is to acquaint students with mathematical models of linear dynamic systems in continuous area (description, properties, identification), closed loop control (properties, stability and safety, quality). Furthermore, fixed-structure controllers (PID properties, modifications and settings) and selected more complex controllers (PA, LQ) based on linear dynamic model (design principle, properties, parameter selection).";"Student musí vykonat ústní zkoušku.";"The student must pass an oral exam.";"";"Témata pøednášek po tıdnech semestru
1. Úvod: systém (struktura, chování, popis), automatické øízení (ovládání, regulace a øízení, dopøedná a zpìtná vazba, stabilita a kvalita), pomocné nástroje (MATLAB/SIMULINK)
2. Matematické modely (statické a dynamické systémy, systémy s rozloenımi parametry, èasovì invariantní systém, ustálenı stav, statická charakteristika, dopravní zpodìní), matematické modelování, lineární model a linearizace
3. Laplaceova transformace, definice, vlastnosti, slovník
4. Lineární diferenciální rovnice, øešení s vyuitím LT, pøenos, bloková algebra
5. Lineární modely jedno a vícerozmìrné, autonomnost a invariantnost, vstupnì/vıstupní a stavovı popis, charakteristiky systému v èasové a frekvenèní oblasti.
6. Stavovı popis, pøevod mezi vstupnì vıstupním a stavovım popisem, pozorovatel stavu
7. Stabilita lineárních dynamickıch systémù (diferenciální rovnice, pøenos, stavovı popis)
8. Uzavøenı regulaèní obvod, stabilita a kvalita, kritické zesílení a perioda, amplitudová a fázová bezpeènost.
9. Regulátory s pevnou strukturou (PID), typy, vlastnosti, modifikace (2DOF, filtrace der. sloky, anti windup)
10. Metody nastavení PID (z pøechodové charakteristiky, z kritickıch hodnot, z aproximaèních pøenosù)
11. Princip návrhu regulátoru algebraickım pøístupem (diofantická rovnice, asymptotické sledování ádané)
12. Princip návrhu stavového regulátoru (základní úloha, Riccatiho rovnice, koneènı a nekoneènı interval)
13. LQ regulátor, sledování ádané, princip LQG regulátoru (estimace stavu za pøítomnosti šumu - Kalmanùv filtr)";"1. Introduction: system (structure, behavior, description), automatic control (regulation and control, forward and feedback, stability and quality), auxiliary tools (MATLAB / SIMULINK)
2. Mathematical models (static and dynamic systems, systems with distributed parameters, time invariant system, steady state, static characteristic, transport delay), mathematical modeling, linear model and linearization
3. Laplace transform, definition, properties, vocabulary
4. Linear differential equations, solution using LT, transfer function, block algebra
5. Linear single and multidimensional models, autonomy and invariance, input / output and state description, characteristics of the system in time and frequency domain.
6. State description, transformation between input / output and state description, state observer
7. Stability of linear dynamic systems (differential equations, transfer function, state description)
8. Closed loop control, stability and quality, critical gain and period, amplitude and phase safety.
9. Fixed Structure Controllers (PID), Types, Properties, Modifications (2DOF, Filtration of Derivatives, Anti Windups)
10. PID controller setting methods (from transition characteristics, from critical values, from approximation transmissions)
11. Principle of controller design by algebraic approach (diophantine equation, asymptotic tracking)
12. Principle of state controller design (basic problem, Riccati equation, finite and infinite interval)
13. LQ controller, monitoring of the desired, principle of LQG controller (state estimation in the presence of noise - Kalman filter)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Domácí pøíprava na vıuku - 50, Pøíprava na zkoušku - 30, Semestrální práce - 35, Úèast na vıuce - 65";" - 50,  - 30,  - 35,  - 65";"Doporuèená: Mikléš, J., Fikar, M. Modelovanie, identifikácia a riadenie procesov I. Bratislava, 1999. ISBN 80-227-1289-2., Doporuèená: Dorf, Richard C. Modern control systems. Menlo Park: Addison-Wesley, 1998. ISBN 0-201-30864-9., Základní: Balátì, Jaroslav. Automatické øízení. Praha: BEN - technická literatura, 2004. ISBN 80-7300-148-9., Základní: VÍTEÈKOVÁ, M., VÍTEÈEK, A. Základy automatické regulace. VŠB TU Ostrava, 2008. ISBN 978-80-248-1924-2."
"FEI";"KRP";"NSWPS";"2019";"SW prostøedky øízení";"SW Tools for Control";"SW prostøedky øízení";"SW Tools for Control";"Akreditováno";"Ing. Daniel Honc, Ph.D.";"Ing. Daniel Honc, Ph.D.";"0";"Státní závìreèná zkouška";"LS";"0";"HOD/TYD";"";"0";"HOD/TYD";"0";"";"0";"HOD/TYD";"0";"";"Známkou";"Angliètina";"ANO";"ANO";"Státní závìreèná zkouška z pøedmìtu SW prostøedky øízení.";"State final exam from the subject SW tools for control.";"Absolvování státní závìreèné zkoušky.";"Passing the state final exam.";"";"Pøedmìt SW prostøedky øízení zahrnuje vybraná témata z pøedmìtù Identifikace a modelování dynamickıch systémù + SW prostøedky pro øízení + Prediktivní øízení.";"The subject SW tools for control includes selected topics from the subject Identification and modeling of dynamic systems + SW tools for control + Predictive control.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Doporuèená: viz. pøedmìty. "
"FEI";"KRP";"NTERS";"2019";"Teorie øízení";"Control Theory";"Teorie øízení";"Control Theory";"Akreditováno";"Ing. Daniel Honc, Ph.D.";"Ing. Daniel Honc, Ph.D.";"0";"Státní závìreèná zkouška";"LS";"0";"HOD/TYD";"";"0";"HOD/TYD";"0";"";"0";"HOD/TYD";"0";"";"Známkou";"Èeština";"ANO";"ANO";"Státní závìreèná zkouška z pøedmìtu Teorie øízení.";"State final exam from the subject Control Theory.";"Absolvování státní závìreèné zkoušky.";"Passing the state final exam.";"";"Pøedmìt Teorie øízení zahrnuje vybraná témata z pøedmìtù Spojité øízení + Diskrétní øízení.";"The subject Control Theory includes selected topics from subject Continuous-time Control + Discrete-time Control.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Doporuèená: viz. pøedmìty. "
"FEI";"KRP";"NUIS";"2019";"Umìlá inteligence";"Artificial Intelligence";"Umìlá inteligence";"Artificial Intelligence";"Akreditováno";"Ing. Daniel Honc, Ph.D.";"Ing. Daniel Honc, Ph.D.";"0";"Státní závìreèná zkouška";"LS";"0";"HOD/TYD";"";"0";"HOD/TYD";"0";"";"0";"HOD/TYD";"0";"";"Známkou";"Angliètina";"ANO";"ANO";"Státní závìreèná zkouška z pøedmìtu Umìlá inteligence.";"State final exam from the subject Artificial intelligence.";"Absolvování státní závìreèné zkoušky.";"Passing the state final exam.";"";"Pøedmìt Umìlá inteligence zahrnuje vybraná témata z pøedmìtù Základy umìlé inteligence 1+ Základy umìlé inteligence 2.";"The subject Artificial Intelligence includes selected topics from the subject Introduction to Artificial Intelligence 1+ Introduction to Artificial Intelligence 2.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Doporuèená: viz. pøedmìty. "
"FEI";"KRP";"NZSIS";"2019";"Zpracování signálù";"Signal Processing";"Zpracování signálù";"Signal Processing";"Akreditováno";"Ing. Daniel Honc, Ph.D.";"Ing. Daniel Honc, Ph.D.";"0";"Státní závìreèná zkouška";"LS";"0";"HOD/TYD";"";"0";"HOD/TYD";"0";"";"0";"HOD/TYD";"0";"";"Známkou";"Angliètina";"ANO";"ANO";"Státní závìreèná zkouška z pøedmìtu Zpracování signálù.";"State final exam from the subject Signal Processing.";"Absolvování státní závìreèné zkoušky.";"Passing the state final exam.";"";"Pøedmìt Zpracování signálù zahrnuje vybraná témata z pøedmìtù Èíslicové zpracování signálù + Statistické metody zpracování dat.";"The subject Signal Processing includes selected topics from subject Digital Signal Processing + Statistical Methods for Data Processing.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Doporuèená: viz. pøedmìty. "
"FEI";"KRP";"ZAC";"2019";"Introduction to Automatic Control";"Introduction to Automatic  Control";"Introduction to Automatic Control";"Introduction to Automatic  Control";"Akreditováno";"Ing. Daniel Honc, Ph.D.";"Ing. Daniel Honc, Ph.D.";"4";"Zkouška";"ZS,LS";"2";"HOD/TYD";"";"0";"HOD/TYD";"0";"";"2";"HOD/TYD";"0";"";"Známkou";"Angliètina";"ANO";"ANO";"Introduction to automatic control theory and its application.";"Introduction to automatic control theory and its application.";"Attending lectures and seminars, examination in form of oral and written test.";"Attending lectures and seminars, examination in form of oral and written test.";"";"1. Control aims, feedforward control, feedback control, simple control circuit
2. Measurements and actuators
3. Logic control
4. On-off and PID controller
5. Dynamical system, characteristics
6. Methods for PID controller tuning
7. Laplace transform
8. Transfer functions, block algebra
9. Stability of dynamic system, quality criteria
10. State-space description of dynamic system, controller, observer
11. Branched control circuits, multivariable control
12. Digital control, digital PID controller, Z-transform
13. Laboratory tasks";"1. Control aims, feedforward control, feedback control, simple control circuit
2. Measurements and actuators
3. Logic control
4. On-off and PID controller
5. Dynamical system, characteristics
6. Methods for PID controller tuning
7. Laplace transform
8. Transfer functions, block algebra
9. Stability of dynamic system, quality criteria
10. State-space description of dynamic system, controller, observer
11. Branched control circuits, multivariable control
12. Digital control, digital PID controller, Z-transform
13. Laboratory tasks
";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Doporuèená: DORF, R.C., BISHOP, R.H. Modern Control Systems, Addison - Wesley, Berkeley, 1998. , Doporuèená: LUYBEN, W.L. Process Modeling, Simulation and Control for chemical engineers, McGraw-Hill, New York, 1973. "
"FEI";"KRP";"ZDIFO";"2019";"Digital Photography";"Digital Photography";"Digital Photography";"Digital Photography";"Akreditováno";"Ing. Daniel Honc, Ph.D.";"Ing. Daniel Honc, Ph.D.";"2";"Zápoèet";"LS";"2";"HOD/TYD";"";"0";"HOD/TYD";"0";"";"0";"HOD/TYD";"0";"";"Slovnì";"Angliètina";"ANO";"ANO";"The aim of the course is to acquaint students with the problems of digital photography from the perspective of creating photographs, editing in the computer and publication.";"The aim of the course is to acquaint students with the problems of digital photography from the perspective of creating photographs, editing in the computer and publication.";"To obtain the credit it is necessary to pass a computer test.";"To obtain the credit it is necessary to pass a computer test.";"";"1. Photography, introduction, history, personalities - Czech and world
2. Photo technique, construction and function of the camera, aperture, time, ISO
3. Exposure - metering, modes
4. Focusing - modes, depth of field
5. Composition - composition elements and rules
6. Perspective, light, white balance, color models, color management
7. Graphic formats, editing in PC
8. Lightroom
9. Still life, products, macro, advertising
10. Landscape, architecture, interiors
11. Sports, children, animals, weddings, concerts
12. Reportage, documentary, street photo, portrait";"1. Photography, introduction, history, personalities - Czech and world
2. Photo technique, construction and function of the camera, aperture, time, ISO
3. Exposure - metering, modes
4. Focusing - modes, depth of field
5. Composition - composition elements and rules
6. Perspective, light, white balance, color models, color management
7. Graphic formats, editing in PC
8. Lightroom
9. Still life, products, macro, advertising
10. Landscape, architecture, interiors
11. Sports, children, animals, weddings, concerts
12. Reportage, documentary, street photo, portrait";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Kontaktní vıuka - 26, Pøíprava na souhrnnı test - 22, Praktická vıuka - 12";" - 26,  - 22,  - 12";"Doporuèená: KELBY, S. Digitální fotografie. 2007. ISBN 978-808-6815-565., Doporuèená: LINDNER, P., MYŠKA, M. Velká kniha digitální fotografie. Brno, 2004. ISBN 80-251-0013-8."
"FEI";"KRP";"ZITRO";"2019";"Introduction to Robotics";"Introduction to Robotics";"Introduction to Robotics";"Introduction to Robotics";"Akreditováno";"doc. Ing. Petr Doleel, Ph.D.";"doc. Ing. Petr Doleel, Ph.D.";"3";"Zkouška";"ZS";"1";"HOD/TYD";"";"3";"HOD/TYD";"0";"";"0";"HOD/TYD";"0";"";"Známkou";"Angliètina";"ANO";"ANO";"Cílem pøedmìtu je pøedstavit studentùm základy robotiky, mechatroniky, programování a øízení procesù a motivovat je k dalšímu studiu v tìchto oblastech. Studenti v rámci pøedmìtu samostatnì navrhnou, postaví a naprogramují jednoduchého robota schopného plnit zadané úlohy, èím jsou interaktivní formou konfrontováni s podstatou inenırské práce. Pøedmìt je zakonèen soutìí sestavenıch robotù.";"Fundamentals of robotics, mechatronics and process control are introduced to students in motivating way. Students are suggested to create their own robots which are able to solve simple mechatronic tasks. The course is ended by competition of created robots. ";"Podmínkou pro získání zápoètu je úèast na cvièeních a sestavení robota øešícího zadané úlohy. Stupeò získané známky bude závislı na poøadí v závìreèné soutìi.";"To get credit it is necessary to attend the lessons and to build the robot capable to solve simple tasks.";"";"1.	Seznámení, motivace, pojem robotika, NXT-G, první program.
2.	NXT-G: cykly a vìtvení programu, práce s hardware, tvorba uivatelskıch blokù.
3.	Senzory - základní principy.
4.	Pohony- základní principy.
5.	Robot, robotika, mechatronika.
6.	Øešení typickıch úloh z oblasti mobilní robotiky.
";"1.	Introduction, motivation, first program.
2.	NXT-G: cycles, control flow, hardware control, user blocks.
3.	Sensors.
4.	Drives.
5.	Robots, robotics, mechatronics.
6.	Solving of typical robotic and mechatronic tasks
	-	Line following with obstacle avoidance
	-	Maze solving
";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Doporuèená: Daniele Benedettelli. Creating Cool MINDSTORMS? NXT Robots. New York, USA, 2008. ISBN 978-1-59059-966-2."
"FEI";"KRP";"ZNUI";"2019";"Introduction to Artificial Intelligence";"Introduction to Artific. Intelligence 1";"Introduction to Artificial Intelligence";"Introduction to Artificial Intelligence 1";"Akreditováno";"doc. Ing. Petr Doleel, Ph.D.";"doc. Ing. Petr Doleel, Ph.D.";"5";"Zkouška";"ZS";"2";"HOD/TYD";"";"3";"HOD/TYD";"0";"";"0";"HOD/TYD";"0";"";"Známkou";"Angliètina";"ANO";"ANO";"The main aim of the course is to familiarize students with the basics and the structure of the artificial intelligence scientific discipline. In additition, students will be provided with knowledge in problem solving, games theory, planning, fuzzy logic and expert systems.";"The main aim of the course is to familiarize students with the basics and the structure of the artificial intelligence scientific discipline. In additition, students will be provided with knowledge in problem solving, games theory, planning, fuzzy logic and expert systems.";"Solving of the final complex project comprising of different tasks from individual parts of the subject.";"Solving of the final complex project comprising of different tasks from individual parts of the subject.";"";"1.	Introduction (Introduction to AI, basic terms, AI segmentation).
2.	Graph theory basics, planning.
3.	Transition system, problem formulation, uninformed state-space search (depth first search, breadth first Search).
4.	Uninformed state-space search (limited depth first search, iterative depth first search,  lowest cost first Search).
5.	Informed state-space search, heuristic function.
6.	Games theory, minimax algorithms, minimax algorithm with alfa-beta prunning, heuristic minimax.
7.	Fuzzy sets, basic operations.
8.	Fuzzy relations and operations with fuzzy relations, fuzzy numbers.
9.	Linguistic variable, fuzzy logic.
10.	Fuzzy logic systems.
11.	Knowledge, knowledge representations, expert systems
12.	Expert systems.
13.	Repetition.
";"1.	Introduction (Introduction to AI, basic terms, AI segmentation).
2.	Graph theory basics, planning.
3.	Transition system, problem formulation, uninformed state-space search (depth first search, breadth first Search).
4.	Uninformed state-space search (limited depth first search, iterative depth first search,  lowest cost first Search).
5.	Informed state-space search, heuristic function.
6.	Games theory, minimax algorithms, minimax algorithm with alfa-beta prunning, heuristic minimax.
7.	Fuzzy sets, basic operations.
8.	Fuzzy relations and operations with fuzzy relations, fuzzy numbers.
9.	Linguistic variable, fuzzy logic.
10.	Fuzzy logic systems.
11.	Knowledge, knowledge representations, expert systems
12.	Expert systems.
13.	Repetition.
";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Domácí pøíprava na vıuku - 26, Kontaktní vıuka - 65, Projekt individuální - 45, Pøíprava na zkoušku - 14";" - 26,  - 65, Individual project - 45,  - 14";"Doporuèená: NEGNEVITSKY M. Artificial Intelligence : A Guide to Intelligent Systems (2nd Edition). Addison Wesley, 2004. ISBN 0321204662., Základní: Russell, Stuart J. Artificial intelligence : a modern approach. Harlow: Pearson Education, 2014. ISBN 978-1-292-02420-2., Základní: ŠKRABÁNEK, P. Základy umìlé inteligence (elektronické uèební texty. 2010. "
"FEI";"KST";"ADSUK";"2019";"Diskrétní simulace";"Discrete Simulation";"Diskrétní simulace";"Discrete Simulation";"Akreditováno";"prof. Ing. Antonín Kavièka, Ph.D.";"doc. Ing. Michael Baant, Ph.D., prof. Ing. Antonín Kavièka, Ph.D., doc. Ing. Oktavián Strádal, Ph.D.";"5";"Zkouška";"ZS";"16";"HOD/TYD";"";"0";"HOD/TYD";"0";"";"0";"HOD/TYD";"0";"";"Známkou";"Èeština";"ANO";"ANO";"Seznámit posluchaèe s pokroèilejšími partiemi diskrétní simulace na èíslicovıch poèítaèích a uplatnìním této experimentální metody pøi tvorbì simulaèních modelù dopravních a logistickıch systémù, jako i systémù hromadné obsluhy.


";"The main goal of the course is to familiarise students with advanced approaches related to experimental method of modelling & discrete simulation on digital computers.";"Podmínkou k udìlení zápoètu je úspìšné zpracování semestrálních prací (implementace komplexnìjších simulaèních modelù).";"Given assignment confirms that a student has attended lessons to the extent required and fulfilled qualified requirements (elaboration of three simulation models focused on training of advanced simulation techniques). 

Form, contents and length of the exam are determined in accordance with Study and Examining Rules of University of Pardubice. The exam consists of two parts, a written test and a theoretical exam. Student passes successfully the written test as well as the theoretical part of the exam if he/she obtains at minimum 50% of possible points in each part.
";"";"Paradigma autonomních agentù  (základních charakteristika agenta, multigentové systémy, strategie komunikace a kooperace, míra delegované inteligence, princip emergence).
 ABAsim - agentovì orientovaná architektura simulaèního modelu (dekompozice simulaèního modelu na autonomní agenty, dekompozice agenta, vrstvové MPE/ABAsim  modely, reimy adresování zpráv, synchronizace simulaèního vıpoètu kombinovaného   diskrétnì-spojitého simulátoru).
Petriho sítì - formalismus popisu dynamiky systémù (základní charakteristiky, grafická a algebraická reprezentace, evoluèní pravidla, klasifikace Petriho sítí, P/T Petriho sítì, barvené a èasované Petriho sítì, hierarchické Petriho sítì, aplikace na formální popis komponent simulátorù).
Real-time/on-line simulace (operativní plánování - reaktivní versus iniciativní pøístup).
Distribuovaná simulace (monolitické a distribuované architektury simulaèních modelù, logickı proces, lokální virtuální èas, konzervativní metody synchronizace, problematika vıhledu, uváznutí a zotavení, metoda bariéry, optimistické metody synchronizace, lokální a globální sloky øízení, rollback, anti-zprávy, livelock, globální virtuální èas).
Klasifikace simulaèních programovacích jazykù a nástrojù. 
Simulace jako podpora taktického a strategické plánování systémù hromadné obsluhy.
Principy modelování a simulace technologickıch procesù.
Komplexní pøípadová studie - agentovì-orientovanı simulaèní model provozu dopravního uzlu.
";"Architectures of monolithic simulation models: event-driven, process-driven, agent-based (message-oriented).
Agent-based architectures of simulation model, paradigm of intelligent agents, reactive agents.
ABAsim architecture of simulation models, internal agent structure, hierarchical organization of agents and models, communication mechanism, case study.
P/T and coloured Petri nets - formal description of internal logic related to simulator's components, basic principles: (i) duality (ii) locality (iii) concurrency (iv) graphical representation (v) algebraic representation.
Architectures of distributed simulation models, logical process, lookahead, causality constraint, local virtual time.
Conservative synchronization methods of distributed simulation, C/M/B algorithm, barrier synchronization, null-messages, deadlock.
Optimistic approach to synchronization of distributed simulation, time warp algorithm, rollback, anti-messages, livelock, transient messages, global virtual time, HLA architecture.
Real-time/on-line simulation models, off-line versus on-line simulation, reactive planning, proactive planning, training simulators.
Simulation of technological processes.
Simulation of transportation and logistic processes.
";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Doporuèená: Jensen, K. Coloured Petri nets - basic concepts. Berlin: Springer Verlag, 1997. ISBN 978-0387582764., Doporuèená: Banks, J. Handbook of Simulation: Principles, Methodology, Advances, Applications, and Practice. New York, John Wiley & Sons, 1998. ISBN 0-471-13403-9., Rozšiøující: Kelton, W. et al. Simulation with Arena. New York, McGraw-Hill, 2004. ISBN 0-07-285694-7., Základní: Kavièka, Antonín. Agentovo orientovaná simulácia dopravnıch uzlov. ilina: EDIS - vydavatel'stvo U, 2005. ISBN 80-8070-477-5., Základní: , Základní: Køivı, I., Kindler, E.:. Simulace a modelování, skripta Ostravské univerzity, 2001. "
"FEI";"KST";"ADSUP";"2019";"Diskrétní simulace";"Discrete Simulation";"Diskrétní simulace";"Discrete Simulation";"Akreditováno";"prof. Ing. Antonín Kavièka, Ph.D.";"doc. Ing. Michael Baant, Ph.D., prof. Ing. Antonín Kavièka, Ph.D., doc. Ing. Oktavián Strádal, Ph.D.";"5";"Zkouška";"ZS";"2";"HOD/TYD";"";"2";"HOD/TYD";"0";"";"0";"HOD/TYD";"0";"";"Známkou";"Èeština";"ANO";"ANO";"Seznámit posluchaèe s pokroèilejšími partiemi diskrétní simulace na èíslicovıch poèítaèích a uplatnìním této experimentální metody pøi tvorbì simulaèních modelù dopravních a logistickıch systémù, jako i systémù hromadné obsluhy.


";"The main goal of the course is to familiarise students with advanced approaches related to experimental method of modelling & discrete simulation on digital computers.";"Podmínkou k udìlení zápoètu je úspìšné zpracování semestrálních prací (implementace komplexnìjších simulaèních modelù).";"Given assignment confirms that a student has attended lessons to the extent required and fulfilled qualified requirements (elaboration of three simulation models focused on training of advanced simulation techniques). 

Form, contents and length of the exam are determined in accordance with Study and Examining Rules of University of Pardubice. The exam consists of two parts, a written test and a theoretical exam. Student passes successfully the written test as well as the theoretical part of the exam if he/she obtains at minimum 50% of possible points in each part.
";"";"Paradigma autonomních agentù  (základních charakteristika agenta, multigentové systémy, strategie komunikace a kooperace, míra delegované inteligence, princip emergence).
 ABAsim - agentovì orientovaná architektura simulaèního modelu (dekompozice simulaèního modelu na autonomní agenty, dekompozice agenta, vrstvové MPE/ABAsim  modely, reimy adresování zpráv, synchronizace simulaèního vıpoètu kombinovaného   diskrétnì-spojitého simulátoru).
Petriho sítì - formalismus popisu dynamiky systémù (základní charakteristiky, grafická a algebraická reprezentace, evoluèní pravidla, klasifikace Petriho sítí, P/T Petriho sítì, barvené a èasované Petriho sítì, hierarchické Petriho sítì, aplikace na formální popis komponent simulátorù).
Real-time/on-line simulace (operativní plánování - reaktivní versus iniciativní pøístup).
Distribuovaná simulace (monolitické a distribuované architektury simulaèních modelù, logickı proces, lokální virtuální èas, konzervativní metody synchronizace, problematika vıhledu, uváznutí a zotavení, metoda bariéry, optimistické metody synchronizace, lokální a globální sloky øízení, rollback, anti-zprávy, livelock, globální virtuální èas).
Klasifikace simulaèních programovacích jazykù a nástrojù. 
Simulace jako podpora taktického a strategické plánování systémù hromadné obsluhy.
Principy modelování a simulace technologickıch procesù.
Komplexní pøípadová studie - agentovì-orientovanı simulaèní model provozu dopravního uzlu.
";"Architectures of monolithic simulation models: event-driven, process-driven, agent-based (message-oriented).
Agent-based architectures of simulation model, paradigm of intelligent agents, reactive agents.
ABAsim architecture of simulation models, internal agent structure, hierarchical organization of agents and models, communication mechanism, case study.
P/T and coloured Petri nets - formal description of internal logic related to simulator's components, basic principles: (i) duality (ii) locality (iii) concurrency (iv) graphical representation (v) algebraic representation.
Architectures of distributed simulation models, logical process, lookahead, causality constraint, local virtual time.
Conservative synchronization methods of distributed simulation, C/M/B algorithm, barrier synchronization, null-messages, deadlock.
Optimistic approach to synchronization of distributed simulation, time warp algorithm, rollback, anti-messages, livelock, transient messages, global virtual time, HLA architecture.
Real-time/on-line simulation models, off-line versus on-line simulation, reactive planning, proactive planning, training simulators.
Simulation of technological processes.
Simulation of transportation and logistic processes.
";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Doporuèená: Jensen, K. Coloured Petri nets - basic concepts. Berlin: Springer Verlag, 1997. ISBN 978-0387582764., Doporuèená: Banks, J. Handbook of Simulation: Principles, Methodology, Advances, Applications, and Practice. New York, John Wiley & Sons, 1998. ISBN 0-471-13403-9., Rozšiøující: Kelton, W. et al. Simulation with Arena. New York, McGraw-Hill, 2004. ISBN 0-07-285694-7., Základní: Kavièka, Antonín. Agentovo orientovaná simulácia dopravnıch uzlov. ilina: EDIS - vydavatel'stvo U, 2005. ISBN 80-8070-477-5., Základní: , Základní: Køivı, I., Kindler, E.:. Simulace a modelování, skripta Ostravské univerzity, 2001. "
